Employee_Number,Position,Dept,Dept_Description,Proj_Division,BU,Annual_Leave_Entitlement,Leave_Code,Leave_Type,Leave_Type_Description,From,To,Days,Total_No_of_Leave_Days,Remarks,BU_Entry_Date,Employee_Type
0038966,Project Manager,90086,Civil Management,CVL,13761,AL24,AL-MP,AL,Annual Leave,2021-12-24T00:00:00Z,2021-12-24T00:00:00Z,1,NULL,NULL,43353,Monthly Paid
0038966,Project Manager,90086,Civil Management,CVL,13761,AL24,AL-MP,AL,Annual Leave,2021-12-29T00:00:00Z,2021-12-29T00:00:00Z,1,NULL,NULL,43353,Monthly Paid
0063275,Finance Manager,90022,Finance,GSM,90046,AL21,AL-MP,AL,Annual Leave,2021-10-14T00:00:00Z,2021-10-14T00:00:00Z,1,NULL,NULL,39630,Monthly Paid
0063275,Finance Manager,90022,Finance,GSM,90046,AL21,AL-MP,AL,Annual Leave,2021-10-22T00:00:00Z,2021-10-22T00:00:00Z,1,NULL,NULL,39630,Monthly Paid
0063275,Finance Manager,90022,Finance,GSM,90046,AL21,AL-MP,AL,Annual Leave,2021-11-07T00:00:00Z,2021-11-07T00:00:00Z,1,NULL,NULL,39630,Monthly Paid
0411777,Principal Engineer,90014,Engineering Design,DSN,90014,AL21,AL-MP,AL,Annual Leave,2021-12-15T00:00:00Z,2021-12-15T00:00:00Z,1,NULL,AL,42093,Monthly Paid
0064054,Electrical Supervisor,90773,Electrical & Mechanical Dept,E&M,13688,AL12,SL1-MP,SL,Sick Leave,2021-10-20T00:00:00Z,2021-10-20T00:00:00Z,1,NULL,NULL,43199,Monthly Paid
0064107,Electrical Foreman,90088,Building Management,BDG,13693,AL12,AL-MP,AL,Annual Leave,2021-07-14T00:00:00Z,2021-07-14T00:00:00Z,1,NULL,NULL,43085,Monthly Paid
0064107,Electrical Foreman,90088,Building Management,BDG,13693,AL12,AL-MP,AL,Annual Leave,2021-07-23T00:00:00Z,2021-07-23T00:00:00Z,1,NULL,NULL,43085,Monthly Paid
0064107,Electrical Foreman,90088,Building Management,BDG,13693,AL12,AL-MP,AL,Annual Leave,2021-08-25T00:00:00Z,2021-08-25T00:00:00Z,1,NULL,NULL,43085,Monthly Paid
0064107,Electrical Foreman,90088,Building Management,BDG,13693,AL12,AL-MP,AL,Annual Leave,2021-09-01T00:00:00Z,2021-09-01T00:00:00Z,1,NULL,NULL,43085,Monthly Paid
0064107,Electrical Foreman,90088,Building Management,BDG,13693,AL12,AL-MP,AL,Annual Leave,2021-09-10T00:00:00Z,2021-09-10T00:00:00Z,1,NULL,NULL,43085,Monthly Paid
0064107,Electrical Foreman,90088,Building Management,BDG,13693,AL12,AL-MP,AL,Annual Leave,2021-10-22T00:00:00Z,2021-10-22T00:00:00Z,1,NULL,NULL,43085,Monthly Paid
0064107,Electrical Foreman,90088,Building Management,BDG,13693,AL12,AL-MP,AL,Annual Leave,2021-11-19T00:00:00Z,2021-11-19T00:00:00Z,1,NULL,NULL,43085,Monthly Paid
0064107,Electrical Foreman,90088,Building Management,BDG,13693,AL12,AL-MP,AL,Annual Leave,2021-11-30T00:00:00Z,2021-11-30T00:00:00Z,1,NULL,NULL,43085,Monthly Paid
0064107,Electrical Foreman,90088,Building Management,BDG,13693,AL12,AL-MP,AL,Annual Leave,2021-12-16T00:00:00Z,2021-12-16T00:00:00Z,1,NULL,NULL,43085,Monthly Paid
0063275,Finance Manager,90022,Finance,GSM,90046,AL21,AL-MP,AL,Annual Leave,2021-12-23T00:00:00Z,2021-12-23T00:00:00Z,1,NULL,NULL,39630,Monthly Paid
0063275,Finance Manager,90022,Finance,GSM,90046,AL21,SL1-MP,SL,Sick Leave,2021-08-11T00:00:00Z,2021-08-11T00:00:00Z,1,NULL,NULL,39630,Monthly Paid
0062974,Secretary,90087,Foundations Management,FDN-HF,13862,AL12,AL-MP,AL,Annual Leave,2021-12-10T00:00:00Z,2021-12-10T00:00:00Z,1,NULL,NULL,43405,Monthly Paid
0063275,Finance Manager,90022,Finance,GSM,90046,AL21,AL-MP,AL,Annual Leave,2021-08-08T00:00:00Z,2021-08-08T00:00:00Z,1,NULL,NULL,39630,Monthly Paid
0063275,Finance Manager,90022,Finance,GSM,90046,AL21,AL-MP,AL,Annual Leave,2021-08-18T00:00:00Z,2021-08-18T00:00:00Z,1,NULL,NULL,39630,Monthly Paid
0063275,Finance Manager,90022,Finance,GSM,90046,AL21,AL-MP,AL,Annual Leave,2021-09-03T00:00:00Z,2021-09-03T00:00:00Z,1,NULL,NULL,39630,Monthly Paid
0062974,Secretary,90087,Foundations Management,FDN-HF,13862,AL12,AL-MP,AL,Annual Leave,2021-09-03T00:00:00Z,2021-09-03T00:00:00Z,1,NULL,NULL,43405,Monthly Paid
0062944,Asst Fitter Foreman,90088,Building Management,BDG,13708,AL12,SL1-MP,SL,Sick Leave,2021-11-06T00:00:00Z,2021-11-06T00:00:00Z,1,NULL,NULL,42121,Monthly Paid
0062944,Asst Fitter Foreman,90088,Building Management,BDG,13708,AL12,OL-MP,SRD,Substitute Rest Day,2021-08-15T00:00:00Z,2021-08-15T00:00:00Z,1,NULL,43857,42121,Monthly Paid
0062944,Asst Fitter Foreman,90088,Building Management,BDG,13708,AL12,OL-MP,SRD,Substitute Rest Day,2021-10-21T00:00:00Z,2021-10-21T00:00:00Z,1,NULL,43925,42121,Monthly Paid
0038189,Project Bldg Services Engr,90088,Building Management,BDG,13693,AL18,AL-MP,AL,Annual Leave,2021-10-31T00:00:00Z,2021-10-31T00:00:00Z,1,NULL,NULL,41366,Monthly Paid
0038189,Project Bldg Services Engr,90088,Building Management,BDG,13693,AL18,AL-MP,AL,Annual Leave,2021-11-24T00:00:00Z,2021-11-24T00:00:00Z,1,NULL,NULL,41366,Monthly Paid
0038189,Project Bldg Services Engr,90088,Building Management,BDG,13693,AL18,AL-MP,AL,Annual Leave,2021-12-02T00:00:00Z,2021-12-02T00:00:00Z,1,NULL,NULL,41366,Monthly Paid
0412297,Asst Project Manager,90088,Building Management,BDG,13777,AL21,AL-MP,AL,Annual Leave,2021-12-24T00:00:00Z,2021-12-24T00:00:00Z,1,NULL,NULL,42870,Monthly Paid
0038183,Contracts Mgr,90087,Foundations Management,FDN-HF,13818,AL24,AL-MP,AL,Annual Leave,2021-09-01T00:00:00Z,2021-09-01T00:00:00Z,1,NULL,NULL,43221,Monthly Paid
0038183,Contracts Mgr,90087,Foundations Management,FDN-HF,13818,AL24,AL-MP,AL,Annual Leave,2021-10-03T00:00:00Z,2021-10-03T00:00:00Z,1,NULL,NULL,43221,Monthly Paid
0038183,Contracts Mgr,90087,Foundations Management,FDN-HF,13818,AL24,AL-MP,AL,Annual Leave,2021-10-09T00:00:00Z,2021-10-09T00:00:00Z,1,NULL,NULL,43221,Monthly Paid
0038183,Contracts Mgr,90087,Foundations Management,FDN-HF,13818,AL24,AL-MP,AL,Annual Leave,2021-10-21T00:00:00Z,2021-10-21T00:00:00Z,1,NULL,NULL,43221,Monthly Paid
0038183,Contracts Mgr,90087,Foundations Management,FDN-HF,13818,AL24,AL-MP,AL,Annual Leave,2021-11-04T00:00:00Z,2021-11-04T00:00:00Z,1,NULL,NULL,43221,Monthly Paid
0038189,Project Bldg Services Engr,90088,Building Management,BDG,13693,AL18,SL1-MP,SL,Sick Leave,2021-10-03T00:00:00Z,2021-10-03T00:00:00Z,1,NULL,NULL,41366,Monthly Paid
0038193,Sr Project Manager,90043,Steel Fabrication,SFB,90043,AL24,AL-MP,AL,Annual Leave,2021-07-02T00:00:00Z,2021-07-02T00:00:00Z,1,NULL,NULL,37469,Monthly Paid
0038193,Sr Project Manager,90043,Steel Fabrication,SFB,90043,AL24,AL-MP,AL,Annual Leave,2021-07-14T00:00:00Z,2021-07-14T00:00:00Z,1,NULL,NULL,37469,Monthly Paid
0038193,Sr Project Manager,90043,Steel Fabrication,SFB,90043,AL24,AL-MP,AL,Annual Leave,2021-07-29T00:00:00Z,2021-07-29T00:00:00Z,1,NULL,NULL,37469,Monthly Paid
0038193,Sr Project Manager,90043,Steel Fabrication,SFB,90043,AL24,AL-MP,AL,Annual Leave,2021-09-24T00:00:00Z,2021-09-24T00:00:00Z,1,NULL,NULL,37469,Monthly Paid
0038193,Sr Project Manager,90043,Steel Fabrication,SFB,90043,AL24,AL-MP,AL,Annual Leave,2021-10-03T00:00:00Z,2021-10-03T00:00:00Z,1,NULL,NULL,37469,Monthly Paid
0038193,Sr Project Manager,90043,Steel Fabrication,SFB,90043,AL24,AL-MP,AL,Annual Leave,2021-10-08T00:00:00Z,2021-10-08T00:00:00Z,1,NULL,NULL,37469,Monthly Paid
0038193,Sr Project Manager,90043,Steel Fabrication,SFB,90043,AL24,AL-MP,AL,Annual Leave,2021-10-15T00:00:00Z,2021-10-15T00:00:00Z,1,NULL,NULL,37469,Monthly Paid
0062944,Asst Fitter Foreman,90088,Building Management,BDG,13708,AL12,AL-MP,AL,Annual Leave,2021-07-14T00:00:00Z,2021-07-14T00:00:00Z,1,NULL,NULL,42121,Monthly Paid
0062944,Asst Fitter Foreman,90088,Building Management,BDG,13708,AL12,AL-MP,AL,Annual Leave,2021-07-20T00:00:00Z,2021-07-20T00:00:00Z,1,NULL,NULL,42121,Monthly Paid
0062944,Asst Fitter Foreman,90088,Building Management,BDG,13708,AL12,AL-MP,AL,Annual Leave,2021-08-21T00:00:00Z,2021-08-21T00:00:00Z,1,NULL,NULL,42121,Monthly Paid
0062944,Asst Fitter Foreman,90088,Building Management,BDG,13708,AL12,AL-MP,AL,Annual Leave,2021-08-22T00:00:00Z,2021-08-22T00:00:00Z,1,NULL,NULL,42121,Monthly Paid
0062944,Asst Fitter Foreman,90088,Building Management,BDG,13708,AL12,AL-MP,AL,Annual Leave,2021-09-08T00:00:00Z,2021-09-08T00:00:00Z,1,NULL,NULL,42121,Monthly Paid
0062944,Asst Fitter Foreman,90088,Building Management,BDG,13708,AL12,AL-MP,AL,Annual Leave,2021-09-24T00:00:00Z,2021-09-24T00:00:00Z,1,NULL,NULL,42121,Monthly Paid
0062944,Asst Fitter Foreman,90088,Building Management,BDG,13708,AL12,AL-MP,AL,Annual Leave,2021-10-02T00:00:00Z,2021-10-02T00:00:00Z,1,NULL,NULL,42121,Monthly Paid
0062944,Asst Fitter Foreman,90088,Building Management,BDG,13708,AL12,AL-MP,AL,Annual Leave,2021-10-28T00:00:00Z,2021-10-28T00:00:00Z,1,NULL,NULL,42121,Monthly Paid
0062944,Asst Fitter Foreman,90088,Building Management,BDG,13708,AL12,AL-MP,AL,Annual Leave,2021-10-29T00:00:00Z,2021-10-29T00:00:00Z,1,NULL,NULL,42121,Monthly Paid
0062944,Asst Fitter Foreman,90088,Building Management,BDG,13708,AL12,AL-MP,AL,Annual Leave,2021-11-21T00:00:00Z,2021-11-21T00:00:00Z,1,NULL,NULL,42121,Monthly Paid
0062944,Asst Fitter Foreman,90088,Building Management,BDG,13708,AL12,AL-MP,AL,Annual Leave,2021-12-01T00:00:00Z,2021-12-01T00:00:00Z,1,NULL,NULL,42121,Monthly Paid
0062944,Asst Fitter Foreman,90088,Building Management,BDG,13708,AL12,AL-MP,AL,Annual Leave,2021-12-11T00:00:00Z,2021-12-11T00:00:00Z,1,NULL,NULL,42121,Monthly Paid
0062944,Asst Fitter Foreman,90088,Building Management,BDG,13708,AL12,AL-MP,AL,Annual Leave,2021-12-30T00:00:00Z,2021-12-30T00:00:00Z,1,NULL,NULL,42121,Monthly Paid
0038183,Contracts Mgr,90087,Foundations Management,FDN-HF,13818,AL24,AL-MP,AL,Annual Leave,2021-12-07T00:00:00Z,2021-12-07T00:00:00Z,1,NULL,NULL,43221,Monthly Paid
0038183,Contracts Mgr,90087,Foundations Management,FDN-HF,13818,AL24,AL-MP,AL,Annual Leave,2021-12-14T00:00:00Z,2021-12-14T00:00:00Z,1,NULL,NULL,43221,Monthly Paid
0038183,Contracts Mgr,90087,Foundations Management,FDN-HF,13818,AL24,AL-MP,AL,Annual Leave,2021-12-24T00:00:00Z,2021-12-24T00:00:00Z,1,NULL,NULL,43221,Monthly Paid
0038183,Contracts Mgr,90087,Foundations Management,FDN-HF,13818,AL24,AL-MP,AL,Annual Leave,2021-12-29T00:00:00Z,2021-12-29T00:00:00Z,1,NULL,NULL,43221,Monthly Paid
0038189,Project Bldg Services Engr,90088,Building Management,BDG,13693,AL18,AL-MP,AL,Annual Leave,2021-07-06T00:00:00Z,2021-07-06T00:00:00Z,1,NULL,NULL,41366,Monthly Paid
0038189,Project Bldg Services Engr,90088,Building Management,BDG,13693,AL18,AL-MP,AL,Annual Leave,2021-07-15T00:00:00Z,2021-07-15T00:00:00Z,1,NULL,NULL,41366,Monthly Paid
0038189,Project Bldg Services Engr,90088,Building Management,BDG,13693,AL18,AL-MP,AL,Annual Leave,2021-07-20T00:00:00Z,2021-07-20T00:00:00Z,1,NULL,NULL,41366,Monthly Paid
0038189,Project Bldg Services Engr,90088,Building Management,BDG,13693,AL18,AL-MP,AL,Annual Leave,2021-07-29T00:00:00Z,2021-07-29T00:00:00Z,1,NULL,NULL,41366,Monthly Paid
0038189,Project Bldg Services Engr,90088,Building Management,BDG,13693,AL18,AL-MP,AL,Annual Leave,2021-08-05T00:00:00Z,2021-08-05T00:00:00Z,1,NULL,NULL,41366,Monthly Paid
0038189,Project Bldg Services Engr,90088,Building Management,BDG,13693,AL18,AL-MP,AL,Annual Leave,2021-08-19T00:00:00Z,2021-08-19T00:00:00Z,1,NULL,NULL,41366,Monthly Paid
0038189,Project Bldg Services Engr,90088,Building Management,BDG,13693,AL18,AL-MP,AL,Annual Leave,2021-08-25T00:00:00Z,2021-08-25T00:00:00Z,1,NULL,NULL,41366,Monthly Paid
0038189,Project Bldg Services Engr,90088,Building Management,BDG,13693,AL18,AL-MP,AL,Annual Leave,2021-08-26T00:00:00Z,2021-08-26T00:00:00Z,1,NULL,NULL,41366,Monthly Paid
0038189,Project Bldg Services Engr,90088,Building Management,BDG,13693,AL18,AL-MP,AL,Annual Leave,2021-09-02T00:00:00Z,2021-09-02T00:00:00Z,1,NULL,NULL,41366,Monthly Paid
0038189,Project Bldg Services Engr,90088,Building Management,BDG,13693,AL18,AL-MP,AL,Annual Leave,2021-09-10T00:00:00Z,2021-09-10T00:00:00Z,1,NULL,NULL,41366,Monthly Paid
0038189,Project Bldg Services Engr,90088,Building Management,BDG,13693,AL18,AL-MP,AL,Annual Leave,2021-09-24T00:00:00Z,2021-09-24T00:00:00Z,1,NULL,NULL,41366,Monthly Paid
0038189,Project Bldg Services Engr,90088,Building Management,BDG,13693,AL18,AL-MP,AL,Annual Leave,2021-10-17T00:00:00Z,2021-10-17T00:00:00Z,1,NULL,NULL,41366,Monthly Paid
0412297,Asst Project Manager,90088,Building Management,BDG,13777,AL21,AL-MP,AL,Annual Leave,2021-08-06T00:00:00Z,2021-08-06T00:00:00Z,1,NULL,NULL,42870,Monthly Paid
0412297,Asst Project Manager,90088,Building Management,BDG,13777,AL21,AL-MP,AL,Annual Leave,2021-08-26T00:00:00Z,2021-08-26T00:00:00Z,1,NULL,NULL,42870,Monthly Paid
0412297,Asst Project Manager,90088,Building Management,BDG,13777,AL21,AL-MP,AL,Annual Leave,2021-12-14T00:00:00Z,2021-12-14T00:00:00Z,1,NULL,NULL,42870,Monthly Paid
0038178,Sr Mech Superintendent,98842,Plant & Equipment,PLT,98801,AL21,AL-MP,AL,Annual Leave,2021-12-03T00:00:00Z,2021-12-03T00:00:00Z,1,NULL,NULL,39982,Monthly Paid
0038178,Sr Mech Superintendent,98842,Plant & Equipment,PLT,98801,AL21,AL-MP,AL,Annual Leave,2021-12-09T00:00:00Z,2021-12-09T00:00:00Z,1,NULL,NULL,39982,Monthly Paid
0038178,Sr Mech Superintendent,98842,Plant & Equipment,PLT,98801,AL21,AL-MP,AL,Annual Leave,2021-12-23T00:00:00Z,2021-12-23T00:00:00Z,1,NULL,NULL,39982,Monthly Paid
0038178,Sr Mech Superintendent,98842,Plant & Equipment,PLT,98801,AL21,AL-MP,AL,Annual Leave,2021-12-30T00:00:00Z,2021-12-30T00:00:00Z,1,NULL,NULL,39982,Monthly Paid
0038041,Sr Plant Supervisor,90029,Concrete Technology Services,CON,90029,AL18,AL-MP,AL,Annual Leave,2021-07-29T00:00:00Z,2021-07-29T00:00:00Z,1,NULL,NULL,40026,Monthly Paid
0038041,Sr Plant Supervisor,90029,Concrete Technology Services,CON,90029,AL18,AL-MP,AL,Annual Leave,2021-08-04T00:00:00Z,2021-08-04T00:00:00Z,1,NULL,NULL,40026,Monthly Paid
0038041,Sr Plant Supervisor,90029,Concrete Technology Services,CON,90029,AL18,AL-MP,AL,Annual Leave,2021-09-26T00:00:00Z,2021-09-26T00:00:00Z,1,NULL,NULL,40026,Monthly Paid
0038040,Crane Operator (A),98842,Plant & Equipment,PLT,98842,AL14,SL1-MP,SL,Sick Leave,2021-11-01T00:00:00Z,2021-11-01T00:00:00Z,1,NULL,NULL,43287,Monthly Paid
0038041,Sr Plant Supervisor,90029,Concrete Technology Services,CON,90029,AL18,AL-MP,AL,Annual Leave,2021-10-22T00:00:00Z,2021-10-22T00:00:00Z,1,NULL,NULL,40026,Monthly Paid
0038293,Asst Project Manager,90087,Foundations Management,FDN-HF,13868,AL21,SL1-MP,SL,Sick Leave,2021-07-14T00:00:00Z,2021-07-14T00:00:00Z,1,NULL,NULL,43236,Monthly Paid
0038298,Sr Project Manager,90088,Building Management,BDG,13828,AL24,AL-MP,AL,Annual Leave,2021-07-23T00:00:00Z,2021-07-23T00:00:00Z,1,NULL,NULL,42461,Monthly Paid
0038298,Sr Project Manager,90088,Building Management,BDG,13828,AL24,AL-MP,AL,Annual Leave,2021-08-11T00:00:00Z,2021-08-11T00:00:00Z,1,NULL,NULL,42461,Monthly Paid
0038298,Sr Project Manager,90088,Building Management,BDG,13828,AL24,AL-MP,AL,Annual Leave,2021-08-18T00:00:00Z,2021-08-18T00:00:00Z,1,NULL,NULL,42461,Monthly Paid
0416323,Gp Sustainability Mgr,90081,Environment & Sustainability,ENV,90081,AL24,AL-MP,AL,Annual Leave,2021-09-26T00:00:00Z,2021-09-26T00:00:00Z,1,NULL,Attempt trip to UK again,42191,Monthly Paid
0416323,Gp Sustainability Mgr,90081,Environment & Sustainability,ENV,90081,AL24,AL-MP,AL,Annual Leave,2021-10-20T00:00:00Z,2021-10-20T00:00:00Z,1,NULL,NULL,42191,Monthly Paid
0416323,Gp Sustainability Mgr,90081,Environment & Sustainability,ENV,90081,AL24,AL-MP,AL,Annual Leave,2021-12-25T00:00:00Z,2021-12-25T00:00:00Z,1,NULL,NULL,42191,Monthly Paid
0038293,Asst Project Manager,90087,Foundations Management,FDN-HF,13868,AL21,AL-MP,AL,Annual Leave,2021-09-26T00:00:00Z,2021-09-26T00:00:00Z,1,NULL,NULL,43236,Monthly Paid
0038293,Asst Project Manager,90087,Foundations Management,FDN-HF,13868,AL21,AL-MP,AL,Annual Leave,2021-09-05T00:00:00Z,2021-09-05T00:00:00Z,1,NULL,NULL,43236,Monthly Paid
0038292,Laboratory Technician,90087,Foundations Management,FDN-GE,12999,AL12,AL-MP,AL,Annual Leave,2021-12-08T00:00:00Z,2021-12-08T00:00:00Z,1,NULL,NULL,39015,Monthly Paid
0038292,Laboratory Technician,90087,Foundations Management,FDN-GE,12999,AL12,AL-MP,AL,Annual Leave,2021-12-22T00:00:00Z,2021-12-22T00:00:00Z,1,NULL,NULL,39015,Monthly Paid
0038290,Production Manager,90088,Building Management,BDG,13866,AL24,AL-MP,AL,Annual Leave,2021-12-03T00:00:00Z,2021-12-03T00:00:00Z,1,NULL,NULL,43132,Monthly Paid
0038290,Production Manager,90088,Building Management,BDG,13866,AL24,AL-MP,AL,Annual Leave,2021-12-18T00:00:00Z,2021-12-18T00:00:00Z,1,NULL,NULL,43132,Monthly Paid
0038290,Production Manager,90088,Building Management,BDG,13866,AL24,SL1-MP,SL,Sick Leave,2021-11-04T00:00:00Z,2021-11-04T00:00:00Z,1,NULL,NULL,43132,Monthly Paid
0038285,Site Administration Officer,90086,Civil Management,CVL,15232,AL18,AL-MP,AL,Annual Leave,2021-09-26T00:00:00Z,2021-09-26T00:00:00Z,1,NULL,NULL,41911,Monthly Paid
0038285,Site Administration Officer,90086,Civil Management,CVL,15232,AL18,AL-MP,AL,Annual Leave,2021-10-10T00:00:00Z,2021-10-10T00:00:00Z,1,NULL,NULL,41911,Monthly Paid
0038285,Site Administration Officer,90086,Civil Management,CVL,15232,AL18,AL-MP,AL,Annual Leave,2021-11-07T00:00:00Z,2021-11-07T00:00:00Z,1,NULL,NULL,41911,Monthly Paid
0220831,Sr Project Manager,90086,Civil Management,CVL,13880,AL24,AL-MP,AL,Annual Leave,2021-12-18T00:00:00Z,2021-12-18T00:00:00Z,1,NULL,NULL,42745,Monthly Paid
0437901,Sr Constn Manager,90088,Building Management,BDG,13788,AL24,AL-MP,AL,Annual Leave,2021-08-06T00:00:00Z,2021-08-06T00:00:00Z,1,NULL,NULL,NULL,Monthly Paid
0038285,Site Administration Officer,90086,Civil Management,CVL,15232,AL18,AL-MP,AL,Annual Leave,2021-09-04T00:00:00Z,2021-09-04T00:00:00Z,1,NULL,NULL,41911,Monthly Paid
0038285,Site Administration Officer,90086,Civil Management,CVL,15232,AL18,AL-MP,AL,Annual Leave,2021-09-18T00:00:00Z,2021-09-18T00:00:00Z,1,NULL,NULL,41911,Monthly Paid
0038288,Site Agent,90088,Building Management,BDG,13699,AL18,AL-MP,AL,Annual Leave,2021-07-29T00:00:00Z,2021-07-29T00:00:00Z,1,NULL,NULL,43449,Monthly Paid
0038288,Site Agent,90088,Building Management,BDG,13699,AL18,AL-MP,AL,Annual Leave,2021-09-26T00:00:00Z,2021-09-26T00:00:00Z,1,NULL,NULL,43449,Monthly Paid
0220831,Sr Project Manager,90086,Civil Management,CVL,13880,AL24,AL-MP,AL,Annual Leave,2021-09-15T00:00:00Z,2021-09-15T00:00:00Z,1,NULL,NULL,42745,Monthly Paid
0219245,Deputy Project M&E Manager,90773,Electrical & Mechanical Dept,E&M,13688,AL21,OL-MP,SRD,Substitute Rest Day,2021-12-18T00:00:00Z,2021-12-18T00:00:00Z,1,NULL,43981,43252,Monthly Paid
0219245,Deputy Project M&E Manager,90773,Electrical & Mechanical Dept,E&M,13688,AL21,SL1-MP,SL,Sick Leave,2021-10-28T00:00:00Z,2021-10-28T00:00:00Z,1,NULL,NULL,43252,Monthly Paid
0219245,Deputy Project M&E Manager,90773,Electrical & Mechanical Dept,E&M,13688,AL21,AL-MP,AL,Annual Leave,2021-10-08T00:00:00Z,2021-10-08T00:00:00Z,1,NULL,NULL,43252,Monthly Paid
0219245,Deputy Project M&E Manager,90773,Electrical & Mechanical Dept,E&M,13688,AL21,AL-MP,AL,Annual Leave,2021-10-14T00:00:00Z,2021-10-14T00:00:00Z,1,NULL,Family issue,43252,Monthly Paid
0218281,Electrical Foreman,90086,Civil Management,CVL,13761,AL12,AL-MP,AL,Annual Leave,2021-11-17T00:00:00Z,2021-11-17T00:00:00Z,1,NULL,NULL,43353,Monthly Paid
0218092,Site Administrator,90773,Electrical & Mechanical Dept,E&M,13688,AL12,SL1-MP,SL,Sick Leave,2021-10-02T00:00:00Z,2021-10-02T00:00:00Z,1,NULL,Sick Leave,43059,Monthly Paid
0218092,Site Administrator,90773,Electrical & Mechanical Dept,E&M,13688,AL12,SL1-MP,SL,Sick Leave,2021-11-13T00:00:00Z,2021-11-13T00:00:00Z,1,NULL,NULL,43059,Monthly Paid
0218092,Site Administrator,90773,Electrical & Mechanical Dept,E&M,13688,AL12,SL1-MP,SL,Sick Leave,2021-11-24T00:00:00Z,2021-11-24T00:00:00Z,1,NULL,NULL,43059,Monthly Paid
0218092,Site Administrator,90773,Electrical & Mechanical Dept,E&M,13688,AL12,AL-MP,AL,Annual Leave,2021-10-31T00:00:00Z,2021-10-31T00:00:00Z,1,NULL,NULL,43059,Monthly Paid
0218092,Site Administrator,90773,Electrical & Mechanical Dept,E&M,13688,AL12,AL-MP,AL,Annual Leave,2021-12-30T00:00:00Z,2021-12-30T00:00:00Z,1,NULL,NULL,43059,Monthly Paid
0218092,Site Administrator,90773,Electrical & Mechanical Dept,E&M,13688,AL12,SL1-MP,SL,Sick Leave,2021-07-07T00:00:00Z,2021-07-07T00:00:00Z,1,NULL,NULL,43059,Monthly Paid
0073296,Deputy Project M&E Manager,90773,Electrical & Mechanical Dept,E&M,13838,AL21,AL-MP,AL,Annual Leave,2021-08-18T00:00:00Z,2021-08-18T00:00:00Z,1,NULL,NULL,43006,Monthly Paid
0034369,Sr Plant Manager,98842,Plant & Equipment,PLT,98801,AL24,AL-MP,AL,Annual Leave,2021-12-18T00:00:00Z,2021-12-18T00:00:00Z,1,NULL,NULL,39982,Monthly Paid
0034369,Sr Plant Manager,98842,Plant & Equipment,PLT,98801,AL24,AL-MP,AL,Annual Leave,2021-11-24T00:00:00Z,2021-11-24T00:00:00Z,1,NULL,NULL,39982,Monthly Paid
0034369,Sr Plant Manager,98842,Plant & Equipment,PLT,98801,AL24,AL-MP,AL,Annual Leave,2021-12-01T00:00:00Z,2021-12-01T00:00:00Z,1,NULL,NULL,39982,Monthly Paid
0034369,Sr Plant Manager,98842,Plant & Equipment,PLT,98801,AL24,AL-MP,AL,Annual Leave,2021-10-29T00:00:00Z,2021-10-29T00:00:00Z,1,NULL,NULL,39982,Monthly Paid
0038042,Sub-Agent,90088,Building Management,BDG,13889,AL18,AL-MP,AL,Annual Leave,2021-08-15T00:00:00Z,2021-08-15T00:00:00Z,1,NULL,NULL,42657,Monthly Paid
0036758,Asst Welder Foreman,90087,Foundations Management,FDN-GE,18998,AL14,AL-MP,AL,Annual Leave,2021-08-04T00:00:00Z,2021-08-04T00:00:00Z,1,NULL,NULL,35272,Monthly Paid
0036758,Asst Welder Foreman,90087,Foundations Management,FDN-GE,18998,AL14,AL-MP,AL,Annual Leave,2021-08-29T00:00:00Z,2021-08-29T00:00:00Z,1,NULL,NULL,35272,Monthly Paid
0036758,Asst Welder Foreman,90087,Foundations Management,FDN-GE,18998,AL14,AL-MP,AL,Annual Leave,2021-11-17T00:00:00Z,2021-11-17T00:00:00Z,1,NULL,NULL,35272,Monthly Paid
0036758,Asst Welder Foreman,90087,Foundations Management,FDN-GE,18998,AL14,AL-MP,AL,Annual Leave,2021-11-21T00:00:00Z,2021-11-21T00:00:00Z,1,NULL,NULL,35272,Monthly Paid
0036758,Asst Welder Foreman,90087,Foundations Management,FDN-GE,18998,AL14,AL-MP,AL,Annual Leave,2021-12-07T00:00:00Z,2021-12-07T00:00:00Z,1,NULL,NULL,35272,Monthly Paid
0036738,Surveyor,90086,Civil Management,BDG,13788,AL18,AL-MP,AL,Annual Leave,2021-08-26T00:00:00Z,2021-08-26T00:00:00Z,1,NULL,NULL,43151,Monthly Paid
0036738,Surveyor,90086,Civil Management,BDG,13788,AL18,AL-MP,AL,Annual Leave,2021-10-09T00:00:00Z,2021-10-09T00:00:00Z,1,NULL,NULL,43151,Monthly Paid
0038178,Sr Mech Superintendent,98842,Plant & Equipment,PLT,98801,AL21,AL-MP,AL,Annual Leave,2021-09-04T00:00:00Z,2021-09-04T00:00:00Z,1,NULL,NULL,39982,Monthly Paid
0038178,Sr Mech Superintendent,98842,Plant & Equipment,PLT,98801,AL21,AL-MP,AL,Annual Leave,2021-09-10T00:00:00Z,2021-09-10T00:00:00Z,1,NULL,NULL,39982,Monthly Paid
0038178,Sr Mech Superintendent,98842,Plant & Equipment,PLT,98801,AL21,AL-MP,AL,Annual Leave,2021-09-17T00:00:00Z,2021-09-17T00:00:00Z,1,NULL,NULL,39982,Monthly Paid
